id,status,identities,languages,affiliation,student,gender,num_languages,new_to_uchicago,new_to_chicago,new_to_usa,international
282,uchicago faculty/staff,new to the university of chicago (<1 year),english,Faculty/Staff,Faculty/Staff,Man,1,TRUE,FALSE,FALSE,FALSE
283,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",NA,NA,MA Student,Graduate,NA,NA,NA,NA,NA,NA
284,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,2,FALSE,FALSE,FALSE,FALSE
284,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,2,FALSE,FALSE,FALSE,FALSE
284,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),mandarin,MA Student,Graduate,Woman,2,FALSE,TRUE,FALSE,FALSE
284,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),english,MA Student,Graduate,Woman,2,FALSE,TRUE,FALSE,FALSE
284,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Woman,2,TRUE,FALSE,FALSE,FALSE
284,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Woman,2,TRUE,FALSE,FALSE,FALSE
285,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
285,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
286,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,mandarin,MA Student,Graduate,Man,1,FALSE,FALSE,FALSE,FALSE
286,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),mandarin,MA Student,Graduate,Man,1,FALSE,TRUE,FALSE,FALSE
286,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Man,1,TRUE,FALSE,FALSE,FALSE
287,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
287,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",raised outside the us,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,TRUE
287,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,FALSE,TRUE,FALSE,FALSE
287,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
288,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,english,MA Student,Graduate,Man,2,FALSE,FALSE,FALSE,FALSE
288,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,spanish,MA Student,Graduate,Man,2,FALSE,FALSE,FALSE,FALSE
289,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",NA,NA,MA Student,Graduate,NA,NA,NA,NA,NA,NA
290,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",non-binary or other gender identity,english,MA Student,Graduate,Other,1,FALSE,FALSE,FALSE,FALSE
290,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),english,MA Student,Graduate,Other,1,FALSE,TRUE,FALSE,FALSE
290,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Other,1,TRUE,FALSE,FALSE,FALSE
291,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
291,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),english,MA Student,Graduate,Woman,1,FALSE,TRUE,FALSE,FALSE
291,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
292,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
292,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
293,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
294,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
295,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,mandarin,MA Student,Graduate,Man,1,FALSE,FALSE,FALSE,FALSE
296,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,NA,MA Student,Graduate,Man,NA,FALSE,FALSE,FALSE,FALSE
296,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),NA,MA Student,Graduate,Man,NA,FALSE,TRUE,FALSE,FALSE
296,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),NA,MA Student,Graduate,Man,NA,TRUE,FALSE,FALSE,FALSE
297,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,2,FALSE,FALSE,FALSE,FALSE
297,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,japanese,MA Student,Graduate,Woman,2,FALSE,FALSE,FALSE,FALSE
297,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),english,MA Student,Graduate,Woman,2,FALSE,TRUE,FALSE,FALSE
297,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),japanese,MA Student,Graduate,Woman,2,FALSE,TRUE,FALSE,FALSE
297,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Woman,2,TRUE,FALSE,FALSE,FALSE
297,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),japanese,MA Student,Graduate,Woman,2,TRUE,FALSE,FALSE,FALSE
298,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
298,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,FALSE,TRUE,FALSE,FALSE
298,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
299,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
300,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
301,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
302,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",NA,NA,MA Student,Graduate,NA,NA,NA,NA,NA,NA
303,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",NA,NA,MA Student,Graduate,NA,NA,NA,NA,NA,NA
304,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
305,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
306,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,mandarin,MA Student,Graduate,Man,1,FALSE,FALSE,FALSE,FALSE
307,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,NA,MA Student,Graduate,Woman,NA,FALSE,FALSE,FALSE,FALSE
308,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
308,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,FALSE,TRUE,FALSE,FALSE
308,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
309,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
310,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",non-binary or other gender identity,english,MA Student,Graduate,Other,1,FALSE,FALSE,FALSE,FALSE
310,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),english,MA Student,Graduate,Other,1,FALSE,TRUE,FALSE,FALSE
310,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Other,1,TRUE,FALSE,FALSE,FALSE
311,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,mandarin,MA Student,Graduate,Man,2,FALSE,FALSE,FALSE,FALSE
311,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,english,MA Student,Graduate,Man,2,FALSE,FALSE,FALSE,FALSE
311,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Man,2,TRUE,FALSE,FALSE,FALSE
311,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Man,2,TRUE,FALSE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,portuguese,MA Student,Graduate,Other,2,FALSE,FALSE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,english,MA Student,Graduate,Other,2,FALSE,FALSE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",non-binary or other gender identity,portuguese,MA Student,Graduate,Other,2,FALSE,FALSE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",non-binary or other gender identity,english,MA Student,Graduate,Other,2,FALSE,FALSE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),portuguese,MA Student,Graduate,Other,2,FALSE,TRUE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),english,MA Student,Graduate,Other,2,FALSE,TRUE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),portuguese,MA Student,Graduate,Other,2,TRUE,FALSE,FALSE,FALSE
312,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Other,2,TRUE,FALSE,FALSE,FALSE
313,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",man,NA,MA Student,Graduate,Man,NA,FALSE,FALSE,FALSE,FALSE
313,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),NA,MA Student,Graduate,Man,NA,TRUE,FALSE,FALSE,FALSE
314,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,2,FALSE,FALSE,FALSE,FALSE
314,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,vietnamese,MA Student,Graduate,Woman,2,FALSE,FALSE,FALSE,FALSE
314,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),english,MA Student,Graduate,Woman,2,FALSE,TRUE,FALSE,FALSE
314,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),vietnamese,MA Student,Graduate,Woman,2,FALSE,TRUE,FALSE,FALSE
314,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Woman,2,TRUE,FALSE,FALSE,FALSE
314,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),vietnamese,MA Student,Graduate,Woman,2,TRUE,FALSE,FALSE,FALSE
315,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,english,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
315,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),english,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
316,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
317,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
317,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",raised outside the us,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,TRUE
317,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,FALSE,TRUE,FALSE,FALSE
317,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
318,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,NA,MA Student,Graduate,Woman,NA,FALSE,FALSE,FALSE,FALSE
319,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",woman,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,FALSE
319,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",raised outside the us,mandarin,MA Student,Graduate,Woman,1,FALSE,FALSE,FALSE,TRUE
319,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,FALSE,TRUE,FALSE,FALSE
319,"uchicago ma student (e.g., mapss, macss, harris/crown ma)",new to the university of chicago (<1 year),mandarin,MA Student,Graduate,Woman,1,TRUE,FALSE,FALSE,FALSE
